0	0	1.06
0.1	0	164.333
0.2	0	221.947
0.3	0	278.662
0.4	0	357.325
0.5	0	128.204
0.6	0	-38.8629
0.7	0	35.5
0.8	0	-258.582
0.9	0	-460.964
1	0	-118.946
1.1	0	-180.932
1.2	0	-344.578
1.3	0	216.77
1.4	0	324.976
1.5	0	-56.5736
1.6	0	379.03
1.7	0	483.277
1.8	0	-254.224
1.9	0	-63.4866
2	0	192.618
0	0.1	148.992
0.1	0.1	312.265
0.2	0.1	369.879
0.3	0.1	426.593
0.4	0.1	505.257
0.5	0.1	276.136
0.6	0.1	109.069
0.7	0.1	183.432
0.8	0.1	-110.65
0.9	0.1	-313.033
1	0.1	28.9863
1.1	0.1	-33.0001
1.2	0.1	-196.646
1.3	0.1	364.702
1.4	0.1	472.908
1.5	0.1	91.3582
1.6	0.1	526.962
1.7	0.1	631.209
1.8	0.1	-106.292
1.9	0.1	84.4453
2	0.1	340.549
0	0.2	295.342
0.1	0.2	458.614
0.2	0.2	516.229
0.3	0.2	572.943
0.4	0.2	651.607
0.5	0.2	422.486
0.6	0.2	255.419
0.7	0.2	329.782
0.8	0.2	35.6996
0.9	0.2	-166.683
1	0.2	175.336
1.1	0.2	113.35
1.2	0.2	-50.296
1.3	0.2	511.052
1.4	0.2	619.258
1.5	0.2	237.708
1.6	0.2	673.312
1.7	0.2	777.559
1.8	0.2	40.0576
1.9	0.2	230.795
2	0.2	486.899
0	0.3	392.586
0.1	0.3	555.858
0.2	0.3	613.473
0.3	0.3	670.187
0.4	0.3	748.851
0.5	0.3	519.73
0.6	0.3	352.663
0.7	0.3	427.026
0.8	0.3	132.944
0.9	0.3	-69.4388
1	0.3	272.58
1.1	0.3	210.594
1.2	0.3	46.948
1.3	0.3	608.296
1.4	0.3	716.502
1.5	0.3	334.952
1.6	0.3	770.556
1.7	0.3	874.803
1.8	0.3	137.302
1.9	0.3	328.039
2	0.3	584.143
0	0.4	422.312
0.1	0.4	585.585
0.2	0.4	643.2
0.3	0.4	699.914
0.4	0.4	778.578
0.5	0.4	549.457
0.6	0.4	382.389
0.7	0.4	456.752
0.8	0.4	162.67
0.9	0.4	-39.7121
1	0.4	302.307
1.1	0.4	240.32
1.2	0.4	76.6746
1.3	0.4	638.022
1.4	0.4	746.228
1.5	0.4	364.679
1.6	0.4	800.282
1.7	0.4	904.529
1.8	0.4	167.028
1.9	0.4	357.766
2	0.4	613.87
0	0.5	506.357
0.1	0.5	669.63
0.2	0.5	727.244
0.3	0.5	783.959
0.4	0.5	862.622
0.5	0.5	633.501
0.6	0.5	466.434
0.7	0.5	540.797
0.8	0.5	246.715
0.9	0.5	44.3327
1	0.5	386.351
1.1	0.5	324.365
1.2	0.5	160.719
1.3	0.5	722.067
1.4	0.5	830.273
1.5	0.5	448.723
1.6	0.5	884.327
1.7	0.5	988.574
1.8	0.5	251.073
1.9	0.5	441.81
2	0.5	697.915
0	0.6	594.581
0.1	0.6	757.853
0.2	0.6	815.468
0.3	0.6	872.182
0.4	0.6	950.846
0.5	0.6	721.725
0.6	0.6	554.658
0.7	0.6	629.021
0.8	0.6	334.939
0.9	0.6	132.556
1	0.6	474.575
1.1	0.6	412.589
1.2	0.6	248.943
1.3	0.6	810.291
1.4	0.6	918.497
1.5	0.6	536.947
1.6	0.6	972.551
1.7	0.6	1076.8
1.8	0.6	339.297
1.9	0.6	530.034
2	0.6	786.138
0	0.7	424.3
0.1	0.7	587.572
0.2	0.7	645.187
0.3	0.7	701.901
0.4	0.7	780.565
0.5	0.7	551.444
0.6	0.7	384.377
0.7	0.7	458.74
0.8	0.7	164.658
0.9	0.7	-37.7247
1	0.7	304.294
1.1	0.7	242.308
1.2	0.7	78.6621
1.3	0.7	640.01
1.4	0.7	748.216
1.5	0.7	366.666
1.6	0.7	802.27
1.7	0.7	906.517
1.8	0.7	169.016
1.9	0.7	359.753
2	0.7	615.857
0	0.8	159.875
0.1	0.8	323.147
0.2	0.8	380.762
0.3	0.8	437.476
0.4	0.8	516.14
0.5	0.8	287.019
0.6	0.8	119.952
0.7	0.8	194.315
0.8	0.8	-99.7674
0.9	0.8	-302.15
1	0.8	39.869
1.1	0.8	-22.1173
1.2	0.8	-185.763
1.3	0.8	375.585
1.4	0.8	483.791
1.5	0.8	102.241
1.6	0.8	537.845
1.7	0.8	642.092
1.8	0.8	-95.4094
1.9	0.8	95.328
2	0.8	351.432
0	0.9	247.043
0.1	0.9	410.316
0.2	0.9	467.93
0.3	0.9	524.645
0.4	0.9	603.308
0.5	0.9	374.187
0.6	0.9	207.12
0.7	0.9	281.483
0.8	0.9	-12.599
0.9	0.9	-214.981
1	0.9	127.037
1.1	0.9	65.0511
1.2	0.9	-98.5946
1.3	0.9	462.753
1.4	0.9	570.959
1.5	0.9	189.409
1.6	0.9	625.013
1.7	0.9	729.26
1.8	0.9	-8.24095
1.9	0.9	182.496
2	0.9	438.601
0	1	365.866
0.1	1	529.139
0.2	1	586.754
0.3	1	643.468
0.4	1	722.132
0.5	1	493.011
0.6	1	325.944
0.7	1	400.307
0.8	1	106.224
0.9	1	-96.1579
1	1	245.861
1.1	1	183.875
1.2	1	20.2288
1.3	1	581.577
1.4	1	689.783
1.5	1	308.233
1.6	1	743.837
1.7	1	848.084
1.8	1	110.582
1.9	1	301.32
2	1	557.424
